Tweet,Date of Tweet,Topic,Parent Tweet,Language
@USER_61,"Jan 23, 2017",Jalikattu,BJP will support public to conduct Jalikattu - Tamilisai Soundararajan - News7 Tamil,CODE-MIXED
both are bad administrator. forgot our Indian culture,"Jan 22, 2017",Jalikattu,#Jalikattu a symbol of Tamil tradition n culture protected by a combined effort of Pm @USER_77 govt n TN govt! 🙏🏻,ENGLISH
"with all due respect to 
@USER_77
 ji it would've been left to the SC and in the back burner if not for the protests of TN ppl","Jan 22, 2017",Jalikattu,#Jalikattu a symbol of Tamil tradition n culture protected by a combined effort of Pm @USER_77 govt n TN govt! 🙏🏻,ENGLISH
...no credit to the lakhs of youth on the streets? ??,"Jan 22, 2017",Jalikattu,#Jalikattu a symbol of Tamil tradition n culture protected by a combined effort of Pm @USER_77 govt n TN govt! 🙏🏻,ENGLISH
Very irrational customs and traditions !!,"Jan 22, 2017",Jalikattu,#Jalikattu a symbol of Tamil tradition n culture protected by a combined effort of Pm @USER_77 govt n TN govt! 🙏🏻,ENGLISH
"@USER_81
 !! You keep tweet account active!! Because you can post the same for #Kambala !!No initiative taken by KA political Parties!!","Jan 22, 2017",Jalikattu,#Jalikattu a symbol of Tamil tradition n culture protected by a combined effort of Pm @USER_77 govt n TN govt! 🙏🏻,ENGLISH
"eagerly waiting for 
@USER_82
 :) 
@USER_85
 @USER_77","Jan 22, 2017",Jalikattu,#Jalikattu a symbol of Tamil tradition n culture protected by a combined effort of Pm @USER_77 govt n TN govt! 🙏🏻,ENGLISH
: it just took baby steps y'day. Killed 3 :(,"Jan 23, 2017",Jalikattu,#Jalikattu a symbol of Tamil tradition n culture protected by a combined effort of Pm @USER_77 govt n TN govt! 🙏🏻,ENGLISH
Jalikattu a great tradition of our southern states.,"Jan 10, 2021",Jalikattu,Avaniyapuram Jalikatt organisers visited to be part of the function on Pongal day. Jalikattu symbolises the Tamil farmers gratitude towards Bulls . It’s pride as well respects .,ENGLISH
"actually they r asking to play jallikattu with u as the bull ! Don't ever come to Chennai, they might just treat u as one !","Jan 20, 2017",Jalikattu,"Lakhs of Idiots, uneducated Tamil ppl want to lift ban on #jalikattu 2play with animals to hurt them. So how can u expect gud from such ppl?",ENGLISH
i fuck urs daughter,"Jan 19, 2017",Jalikattu,"Lakhs of Idiots, uneducated Tamil ppl want to lift ban on #jalikattu 2play with animals to hurt them. So how can u expect gud from such ppl?",CODE-MIXED
abey gadhe pehle issue kya hai woh  toh samaj....,"Jan 19, 2017",Jalikattu,"Lakhs of Idiots, uneducated Tamil ppl want to lift ban on #jalikattu 2play with animals to hurt them. So how can u expect gud from such ppl?",CODE-MIXED
kill u mother fucker!!!!,"Jan 19, 2017",Jalikattu,"Lakhs of Idiots, uneducated Tamil ppl want to lift ban on #jalikattu 2play with animals to hurt them. So how can u expect gud from such ppl?",CODE-MIXED
dai baadu...biriyani boy..shut up,"Jan 19, 2017",Jalikattu,"Lakhs of Idiots, uneducated Tamil ppl want to lift ban on #jalikattu 2play with animals to hurt them. So how can u expect gud from such ppl?",ENGLISH
bc...mc...it shows ur illiterate dumb head...u Ll kill it for eid and talking bullshit now...,"Jan 19, 2017",Jalikattu,"Lakhs of Idiots, uneducated Tamil ppl want to lift ban on #jalikattu 2play with animals to hurt them. So how can u expect gud from such ppl?",ENGLISH
What about you people killing goats in the name of sacrifice? .. don't be a hypocrite,"Jan 19, 2017",Jalikattu,"Lakhs of Idiots, uneducated Tamil ppl want to lift ban on #jalikattu 2play with animals to hurt them. So how can u expect gud from such ppl?",ENGLISH
"just to get publicity tis idiot started to post bullshit 
@USER_44
 @USER_25","Jan 19, 2017",Jalikattu,"Lakhs of Idiots, uneducated Tamil ppl want to lift ban on #jalikattu 2play with animals to hurt them. So how can u expect gud from such ppl?",ENGLISH
u are idiot .how u know our culture and tradition,"Jan 19, 2017",Jalikattu,"Lakhs of Idiots, uneducated Tamil ppl want to lift ban on #jalikattu 2play with animals to hurt them. So how can u expect gud from such ppl?",ENGLISH
"har chij pe muh khol deta he, pehle samajh to le ki actually me wo he kya....","Jan 19, 2017",Jalikattu,"Lakhs of Idiots, uneducated Tamil ppl want to lift ban on #jalikattu 2play with animals to hurt them. So how can u expect gud from such ppl?",CODE-MIXED
lol a highly literate idiot is speaking abt animal cruelty after eating tonnes of non veg !!,"Jan 19, 2017",Jalikattu,"Lakhs of Idiots, uneducated Tamil ppl want to lift ban on #jalikattu 2play with animals to hurt them. So how can u expect gud from such ppl?",ENGLISH
"idiot
Shut your *** and go out of our way","Jan 19, 2017",Jalikattu,"Lakhs of Idiots, uneducated Tamil ppl want to lift ban on #jalikattu 2play with animals to hurt them. So how can u expect gud from such ppl?",ENGLISH
you don't know about our culture how u comment Abt jallicuttu,"Jan 19, 2017",Jalikattu,"Lakhs of Idiots, uneducated Tamil ppl want to lift ban on #jalikattu 2play with animals to hurt them. So how can u expect gud from such ppl?",ENGLISH
"And Lakhs of genius, educated Muslims kill goat on Eid in order to protect animals. We can expect good from such people.","Jan 19, 2017",Jalikattu,"Lakhs of Idiots, uneducated Tamil ppl want to lift ban on #jalikattu 2play with animals to hurt them. So how can u expect gud from such ppl?",ENGLISH
Ek Peg jyada le lia kya ??,"Jan 19, 2017",Jalikattu,"Lakhs of Idiots, uneducated Tamil ppl want to lift ban on #jalikattu 2play with animals to hurt them. So how can u expect gud from such ppl?",CODE-MIXED
replying to u is such a waste of tym..,"Jan 19, 2017",Jalikattu,"Lakhs of Idiots, uneducated Tamil ppl want to lift ban on #jalikattu 2play with animals to hurt them. So how can u expect gud from such ppl?",ENGLISH
How Dare You to Talk about Us..,"Jan 19, 2017",Jalikattu,"Lakhs of Idiots, uneducated Tamil ppl want to lift ban on #jalikattu 2play with animals to hurt them. So how can u expect gud from such ppl?",ENGLISH
just wanted see who you are and Wikipedia shows this! A Racist!,"Jan 19, 2017",Jalikattu,"Lakhs of Idiots, uneducated Tamil ppl want to lift ban on #jalikattu 2play with animals to hurt them. So how can u expect gud from such ppl?",ENGLISH
dei attention seeking naye..seruppu pinjidum,"Jan 19, 2017",Jalikattu,"Lakhs of Idiots, uneducated Tamil ppl want to lift ban on #jalikattu 2play with animals to hurt them. So how can u expect gud from such ppl?",ENGLISH
middle finger salute to u,"Jan 19, 2017",Jalikattu,"Lakhs of Idiots, uneducated Tamil ppl want to lift ban on #jalikattu 2play with animals to hurt them. So how can u expect gud from such ppl?",CODE-MIXED
  pls come to marina and say this words..,"Jan 19, 2017",Jalikattu,"Lakhs of Idiots, uneducated Tamil ppl want to lift ban on #jalikattu 2play with animals to hurt them. So how can u expect gud from such ppl?",ENGLISH
we request ur good selves to utter this same words with the exact expression in #Marina chennai do u dare?,"Jan 19, 2017",Jalikattu,"Lakhs of Idiots, uneducated Tamil ppl want to lift ban on #jalikattu 2play with animals to hurt them. So how can u expect gud from such ppl?",ENGLISH
no state in India can make a peaceful protest after Independence. Educate urself illiterate.,"Jan 19, 2017",Jalikattu,"Lakhs of Idiots, uneducated Tamil ppl want to lift ban on #jalikattu 2play with animals to hurt them. So how can u expect gud from such ppl?",ENGLISH
"Dai mother f***** ans these question first ? If you dare

https://twitter.com/Anurag4Bharat/status/822119871798386688…
#jallikattu #Jallikattuprotest","Jan 19, 2017",Jalikattu,"Lakhs of Idiots, uneducated Tamil ppl want to lift ban on #jalikattu 2play with animals to hurt them. So how can u expect gud from such ppl?",ENGLISH
what hurt we made to bulls.? Can u prove? If not r u ready to hang?,"Jan 19, 2017",Jalikattu,"Lakhs of Idiots, uneducated Tamil ppl want to lift ban on #jalikattu 2play with animals to hurt them. So how can u expect gud from such ppl?",ENGLISH
jallikattu is real men sport. Please pull over ladies!,"Jan 19, 2017",Jalikattu,"Lakhs of Idiots, uneducated Tamil ppl want to lift ban on #jalikattu 2play with animals to hurt them. So how can u expect gud from such ppl?",ENGLISH
Tamilians are protesting peacefully but if SC had put a ban on slaughtering of Bakras in Eid you all would hv slaughtered SC,"Jan 19, 2017",Jalikattu,"Lakhs of Idiots, uneducated Tamil ppl want to lift ban on #jalikattu 2play with animals to hurt them. So how can u expect gud from such ppl?",ENGLISH
ha ha ha ... jali ko aag kehte hain .. bujhi ko raakh kehte hain ..,"Jan 19, 2017",Jalikattu,"Lakhs of Idiots, uneducated Tamil ppl want to lift ban on #jalikattu 2play with animals to hurt them. So how can u expect gud from such ppl?",CODE-MIXED
"stupid we r not uneducated people,u bloody, in all countries our tamilans are working and they are doing the best u stupid,","Jan 19, 2017",Jalikattu,"Lakhs of Idiots, uneducated Tamil ppl want to lift ban on #jalikattu 2play with animals to hurt them. So how can u expect gud from such ppl?",ENGLISH
what is your education...  Lukkha,"Jan 19, 2017",Jalikattu,"Lakhs of Idiots, uneducated Tamil ppl want to lift ban on #jalikattu 2play with animals to hurt them. So how can u expect gud from such ppl?",ENGLISH
ur ass need to be fucked by our Bulls!!!!bastard,"Jan 19, 2017",Jalikattu,"Lakhs of Idiots, uneducated Tamil ppl want to lift ban on #jalikattu 2play with animals to hurt them. So how can u expect gud from such ppl?",ENGLISH
poda mutta punda,"Jan 19, 2017",Jalikattu,"Lakhs of Idiots, uneducated Tamil ppl want to lift ban on #jalikattu 2play with animals to hurt them. So how can u expect gud from such ppl?",CODE-MIXED
and a chutiya barking from u.a.e without knowing tamilians culture !! Idiot !!,"Jan 19, 2017",Jalikattu,"Lakhs of Idiots, uneducated Tamil ppl want to lift ban on #jalikattu 2play with animals to hurt them. So how can u expect gud from such ppl?",ENGLISH
"- u stupid 
@USER_69
, how could they ban the culture and tradition that we tamil ppl followed from 3000 years","Jan 19, 2017",Jalikattu,"Lakhs of Idiots, uneducated Tamil ppl want to lift ban on #jalikattu 2play with animals to hurt them. So how can u expect gud from such ppl?",ENGLISH
"Jalikattu ban has crossed the limit among the TN people,Since Aiadmk is hijacked several other issues can only solved by Modi.","Jan 19, 2017",Jalikattu,"Lakhs of Idiots, uneducated Tamil ppl want to lift ban on #jalikattu 2play with animals to hurt them. So how can u expect gud from such ppl?",ENGLISH
chill guys what can we expect from an attention seeking whore like kamalrkhan.AND FYI it is jallikattu you Bitch!!,"Jan 19, 2017",Jalikattu,"Lakhs of Idiots, uneducated Tamil ppl want to lift ban on #jalikattu 2play with animals to hurt them. So how can u expect gud from such ppl?",ENGLISH
what about bakrid,"Jan 19, 2017",Jalikattu,"Lakhs of Idiots, uneducated Tamil ppl want to lift ban on #jalikattu 2play with animals to hurt them. So how can u expect gud from such ppl?",CODE-MIXED
"Suar ko ek taraf Kaju Katli do aur doosri taraf Gu !
Yeh KRK Gu hi khaayega","Jan 19, 2017",Jalikattu,"Lakhs of Idiots, uneducated Tamil ppl want to lift ban on #jalikattu 2play with animals to hurt them. So how can u expect gud from such ppl?",CODE-MIXED
maybe those people are hurting them but you people are killing them.,"Jan 19, 2017",Jalikattu,"Lakhs of Idiots, uneducated Tamil ppl want to lift ban on #jalikattu 2play with animals to hurt them. So how can u expect gud from such ppl?",ENGLISH
2rs  KRK  pls  shut  ur  dirty mouth,"Jan 19, 2017",Jalikattu,"Lakhs of Idiots, uneducated Tamil ppl want to lift ban on #jalikattu 2play with animals to hurt them. So how can u expect gud from such ppl?",ENGLISH
#Jallikettu is a part of deir tradition n culture.Tamil ppl has an emotional attachment wit it.Respect their culture atleast!,"Jan 19, 2017",Jalikattu,"Lakhs of Idiots, uneducated Tamil ppl want to lift ban on #jalikattu 2play with animals to hurt them. So how can u expect gud from such ppl?",ENGLISH
we are not idots ur,"Jan 19, 2017",Jalikattu,"Lakhs of Idiots, uneducated Tamil ppl want to lift ban on #jalikattu 2play with animals to hurt them. So how can u expect gud from such ppl?",CODE-MIXED
guys this man is a paid movie critic. Now he expects from PETA something so this tweet. Ignore the fools our focus is different,"Jan 19, 2017",Jalikattu,"Lakhs of Idiots, uneducated Tamil ppl want to lift ban on #jalikattu 2play with animals to hurt them. So how can u expect gud from such ppl?",ENGLISH
If v r uneducated tamil thn ur highly educated north ind thinkin hindi as our national language.#jalikattu #JusticeForJalikattu,"Jan 19, 2017",Jalikattu,"Lakhs of Idiots, uneducated Tamil ppl want to lift ban on #jalikattu 2play with animals to hurt them. So how can u expect gud from such ppl?",ENGLISH
Now get ready 2 get trashed 4 dis tweet without understanding the facts! Tamil ppl r gonna trash u ! Let God b wit u! #RIP_KRK,"Jan 19, 2017",Jalikattu,"Lakhs of Idiots, uneducated Tamil ppl want to lift ban on #jalikattu 2play with animals to hurt them. So how can u expect gud from such ppl?",ENGLISH
"#jallikattu is tradition for tamilians,how can you say like that. 
@USER_30
  says ban killing of bakars on bakrid u will do it","Jan 19, 2017",Jalikattu,"Lakhs of Idiots, uneducated Tamil ppl want to lift ban on #jalikattu 2play with animals to hurt them. So how can u expect gud from such ppl?",ENGLISH
और भाई ईद .... वहां क्या बकरा जिहाद करता है,"Jan 19, 2017",Jalikattu,"Lakhs of Idiots, uneducated Tamil ppl want to lift ban on #jalikattu 2play with animals to hurt them. So how can u expect gud from such ppl?",HINDI
#jalikattu  Guys ignore him... Dont throw stone when stray dogs bark.. Let them bark.,"Jan 19, 2017",Jalikattu,"Lakhs of Idiots, uneducated Tamil ppl want to lift ban on #jalikattu 2play with animals to hurt them. So how can u expect gud from such ppl?",ENGLISH
if we r idiots n uneducated than what the hell r u buffoon...,"Jan 19, 2017",Jalikattu,"Lakhs of Idiots, uneducated Tamil ppl want to lift ban on #jalikattu 2play with animals to hurt them. So how can u expect gud from such ppl?",ENGLISH
"tu v to beaf khata h...wo animal nhi h,,,,,sayad tere baap honge","Jan 19, 2017",Jalikattu,"Lakhs of Idiots, uneducated Tamil ppl want to lift ban on #jalikattu 2play with animals to hurt them. So how can u expect gud from such ppl?",CODE-MIXED
u shut up.. who the fuck r u saying. Wen i see u i will torture so u give respect to everyone. Dont make FRK chootiyah like u,"Jan 19, 2017",Jalikattu,"Lakhs of Idiots, uneducated Tamil ppl want to lift ban on #jalikattu 2play with animals to hurt them. So how can u expect gud from such ppl?",ENGLISH
